,track,artist,tempo,danceability,acousticness,energy,decade,genre
277,Come Back Silly Girl,The Lettermen,0.39941927653951775,0.408,0.665,0.364,60s,pop
278,Bring It On Home To Me,Eddie Floyd,0.5113638717106489,0.725,0.154,0.435,60s,pop
279,Foggy Mountain Breakdown,Flatt & Scruggs,0.6430704613893458,0.407,0.191,0.479,60s,pop
280,"Rigoletto [Acts II & III]: V'ho ingannato....Lassù in cielo (Gilda, Rigoletto)",Giuseppe Verdi,0.3311614883420387,0.247,0.98,0.128,60s,rock
281,Orupoo Orupoo,P. Susheela,0.44741801733886166,0.45,0.935,0.368,60s,pop
282,Tonight's The Night,Solomon Burke,0.7178479266681302,0.318,0.401,0.476,60s,rock
283,Carolina,Chico Buarque,0.5243700890138885,0.518,0.36,0.5,60s,pop
284,La fille du régiment / Act 1: Sacré nom d'une pipe!,Gaetano Donizetti,0.2583432398735829,0.335,0.964,0.185,60s,rap
285,31 Flavors,The Shirelles,0.5422929878263463,0.662,0.304,0.671,60s,pop
286,Brooklyn Roads,Neil Diamond,0.5011618611317066,0.536,0.574,0.577,60s,pop
287,Daydream Believer,The Monkees,0.520592487045559,0.51,0.256,0.488,60s,pop
288,Mame,Herb Alpert & The Tijuana Brass,0.6184953380580972,0.71,0.481,0.567,60s,pop
289,Maily's Abduction,Jerry Goldsmith,0.5015097981551053,0.204,0.895,0.139,60s,rock
290,Come On And See Me,Tammi Terrell,0.4716369194318686,0.589,0.0715,0.758,60s,pop
291,Soul Serenade,Willie Mitchell,0.4393326236522618,0.746,0.555,0.255,60s,pop
292,Doggin' Around,Jackie Wilson,0.3927090625168273,0.541,0.938,0.366,60s,pop
293,I Got You Babe,Sonny & Cher,0.45804666498220964,0.629,0.136,0.795,60s,pop
294,My Lover's Prayer,Otis Redding,0.5113514453883847,0.688,0.847,0.224,60s,pop
295,Joy to the World - Remastered 1997,George Frideric Handel,0.48349991508679785,0.403,0.982,0.503,60s,pop
296,Monster Jerk,Don Hinson & The Rigamorticians,0.4588833706813352,0.598,0.626,0.472,60s,pop
297,La Luna Siempre Es Muy Linda,Victor Jara,0.28959544036815055,0.636,0.89,0.275,60s,pop
298,You Don't Own Me,Lesley Gore,0.3927339151613558,0.473,0.701,0.434,60s,pop
299,Pop Pop Pop - Pie,The Sherrys,0.549355280979857,0.641,0.0856,0.695,60s,pop
300,Over Under Sideways Down,The Yardbirds,0.3997962083148664,0.529,0.292,0.861,60s,latin
301,"Jane, Jane, Jane",The Kingston Trio,0.5996860282574568,0.548,0.44,0.421,60s,pop
302,Little Red Rented Rowboat,Joe Dowell,0.347758912779644,0.757,0.806,0.601,60s,pop
303,Gravy (With Some Cyanide),John Zacherle,0.5391946914751288,0.719,0.706,0.67,60s,rap
304,Ennai Padavaithavan Oruvan,P. Susheela,0.5077353856094904,0.526,0.992,0.442,60s,pop
305,At The Scene,The Dave Clark Five,0.5264659953691239,0.607,0.0102,0.67,60s,pop
306,El Testament d'Amelia,Traditional,0.3682126392265857,0.423,0.969,0.0312,60s,pop
307,Men Are Gettin' Scarce,Joe Tex,0.418547528611607,0.641,0.148,0.618,60s,pop
308,No Good To Cry,The Wildweeds,0.7055085886597383,0.496,0.504,0.599,60s,edm
309,Tone the Bell Easy,Harry Belafonte,0.40161459347286715,0.585,0.319,0.531,60s,pop
310,Hold Me Tight,Johnny Nash,0.3744630793254992,0.766,0.605,0.176,60s,pop
311,"Der Waffenschmied: Akt I - """"Bringt eilig Hut und Mantel mir!""""",Staatskapelle Berlin,0.37527907448751774,0.401,0.972,0.223,60s,r&b
312,Guantanamera,Celia Cruz,0.5807234604822241,0.734,0.844,0.458,60s,pop
313,Bataille,André Hossein,0.3568549806770689,0.531,0.794,0.671,60s,pop
314,Penny Lane,The Beatles,0.4682155387017807,0.651,0.212,0.488,60s,pop
315,Try A Little Kindness,Glen Campbell,0.730895565045584,0.323,0.31,0.666,60s,rock
316,Ling-Ting-Tong,Buddy Knox,0.5540068676141047,0.685,0.772,0.677,60s,pop
317,For As Long As We Need You,Maurice Jarre,0.3341810846522494,0.18,0.00015,0.178,60s,rock
318,How Could I Be Such A Fool,Frank Zappa,0.4705558293948795,0.418,0.121,0.366,60s,pop
319,O World / Morning Worship / Prophet,Mark Van Doren,0.32863066070755476,0.743,0.814,0.08,60s,rap
320,"Rigoletto [Acts II & III]: Un dì, se ben rammentomi (Duke, Gilda, Maddalena, Rigoletto)",Giuseppe Verdi,0.5233097095140066,0.48,0.925,0.26,60s,pop
321,"Lara's Theme from """"Dr. Zhivago""""",Roger Williams,0.34088715656751845,0.361,0.821,0.28,60s,pop
322,Tosca (Sung in German): Act I: Ha! Das gelang mir! (Angelotti),Giacomo Puccini,0.4163397853559934,0.27,0.931,0.0542,60s,rock
323,Sprit's Song,Louise Bogan,0.36028878772942097,0.66,0.674,0.0551,60s,rap
324,Testify (I Wonna),Johnnie Taylor,0.47577902685328244,0.715,0.609,0.542,60s,r&b
325,There's No Living Without Your Loving,Peter And Gordon,0.43287093607485616,0.402,0.596,0.675,60s,pop
326,Blue Moon,The Ventures,0.6171740057906662,0.646,0.921,0.526,60s,pop
327,You've Made Me So Very Happy,Brenda Holloway,0.4085981865853709,0.511,0.212,0.434,60s,pop
328,She's A Lady,John Sebastian,0.29091263052816013,0.326,0.814,0.114,60s,rock
329,If I Ruled The World,Tony Bennett,0.5745724309614245,0.274,0.69,0.329,60s,rock
330,"I'm Henry VIII, I Am",Herman's Hermits,0.40718987006209023,0.692,0.279,0.865,60s,latin
331,Little Queenie,Bill Black's Combo,0.5906686604010388,0.725,0.423,0.772,60s,pop
332,Sleepy Joe,Herman's Hermits,0.42641339060487193,0.583,0.29,0.547,60s,pop
333,"Carmen: Act II - """"Sag, wen erwartest du?""""",Leipzig Radio Symphony Orchestra,0.7088471272413979,0.403,0.959,0.0248,60s,edm
334,Mis Blues,Krokodil,0.5772482323556579,0.312,0.122,0.851,60s,rock
335,Shake A Tail Feather,James & Bobby Purify,0.31737241273615185,0.627,0.0784,0.66,60s,pop
336,Mickey's Son And Daughter - 2007 Remastered Version,The Bonzo Dog Band,0.46840193353574433,0.754,0.512,0.609,60s,pop
337,All Green,Xhol Caravan,0.6122573242814479,0.238,0.0112,0.671,60s,rock
338,Gee,The Pixies Three,0.38303724168782594,0.617,0.637,0.494,60s,pop
339,Help Yourself (To All Of My Lovin'),James & Bobby Purify,0.5720830244011549,0.654,0.717,0.703,60s,pop
340,Viva Mi Desgracia,Vicente Fernández,0.2945038376625259,0.435,0.742,0.315,60s,pop
341,Saladino 7,Angelo Francesco Lavagnino,0.48633311656304495,0.272,0.78,0.369,60s,rock
342,Ahir (Diguem No). Bis - En Directe,Raimon,0.5393686599868281,0.408,0.944,0.443,60s,pop
343,"L'Elisir d'amore, 'Elixir of Love' (1988 Digital Remaster), Act I: Signor sargente",Gaetano Donizetti,0.38608583274998654,0.507,0.96,0.384,60s,pop
344,Phonograph,Jerry Goldsmith,0.6328725929178247,0.625,0.883,0.425,60s,pop
345,She Comes Running - 2007 Remaster,Lee Hazlewood,0.4270057119661341,0.393,0.725,0.395,60s,pop
346,Dizzy,Tommy Roe,0.4310194140574842,0.802,0.00727,0.407,60s,pop
347,When I Fall In Love,Etta Jones,0.32099675672988903,0.311,0.919,0.361,60s,rock
348,Autumn's Child - Mono,Captain Beefheart & His Magic Band,0.29945779813853696,0.376,0.312,0.453,60s,pop
349,Climb Ev'ry Mountain,Tony Bennett,0.3082017869051416,0.187,0.962,0.425,60s,rock
350,First Warning #2,Jerry Goldsmith,0.337660454886237,0.429,0.991,0.0499,60s,pop
351,Cleo's Mood,Jr. Walker & The All Stars,0.4410350298024629,0.726,0.782,0.401,60s,pop
352,Cantando,Vicente Fernández,0.4375473753536324,0.475,0.762,0.344,60s,pop
353,Loddy Lo,Chubby Checker,0.7217580760739449,0.66,0.139,0.642,60s,edm
354,"Well, I Told You",The Chantels,0.3838035315607875,0.546,0.724,0.669,60s,pop
355,Hey! Baby,Bruce Channel,0.2661428281481052,0.515,0.359,0.623,60s,pop
356,El Paso,Marty Robbins,0.4418054617828459,0.654,0.835,0.452,60s,r&b
357,Delia,Harry Belafonte,0.6951491779987822,0.321,0.849,0.227,60s,rock
358,Billie Baby,Lloyd Price,0.5845010624505536,0.382,0.966,0.449,60s,pop
359,He Don't Really Love You,The Delfonics,0.6933183665185173,0.429,0.749,0.732,60s,pop
360,You Send Me,Aretha Franklin,0.426243564200594,0.513,0.57,0.303,60s,pop
361,You're Looking Good,Dee Clark,0.4375639437833181,0.599,0.397,0.436,60s,pop
362,John the Revelator,Harry Belafonte,0.4520406092211595,0.467,0.0806,0.76,60s,pop
363,Heart Love,Albert Ayler,0.5177882803212619,0.614,0.0216,0.795,60s,r&b
364,I Love You More And More Every Day,Al Martino,0.4286915496866496,0.476,0.492,0.219,60s,pop
365,Ninna Nanna per Adulteri - Version 2,Ennio Morricone,0.3752293691984608,0.245,0.995,0.229,60s,rock
366,Desperado - Intro lenta tensiva,Gianni Ferrio,0.5105851555154232,0.424,0.758,0.0514,60s,r&b
367,"Space - Live At The Jazz Workshop, Boston/1967",Gábor Szabó,0.4500855345182522,0.399,0.667,0.641,60s,r&b
368,I Love My Baby,Archie Bell & The Drells,0.7252498726301968,0.427,0.609,0.579,60s,edm
369,Water,Silver Apples,0.5171876747451568,0.356,0.113,0.408,60s,rock
370,Close Together,Jimmy Reed,0.39000426637064406,0.665,0.831,0.619,60s,pop
371,Watch Her Ride,Jefferson Airplane,0.542810751254023,0.458,0.565,0.631,60s,pop
372,Oscillations,Silver Apples,0.5216404402231768,0.492,0.406,0.553,60s,pop
373,Billy the Kid Suite: III. Mexican Dance and Finale,Aaron Copland,0.5848614257962167,0.297,0.925,0.323,60s,rock
374,The Greatest Love,Dorsey Burnette,0.38633850130269276,0.448,0.633,0.57,60s,pop
375,Challenge,The Hippy Boys,0.5584016435882249,0.851,0.0309,0.435,60s,pop
376,Ballad Of Two Brothers,Autry Inman,0.5778944011133984,0.536,0.454,0.536,60s,pop
377,Eso Beso (That Kiss!),Paul Anka,0.47257717781652947,0.626,0.208,0.51,60s,rap
378,The Death Of Aki,John Barry,0.33157569908418005,0.148,0.892,0.0889,60s,rock
379,Tears,Bobby Vinton,0.3986447024517134,0.589,0.779,0.411,60s,pop
380,Gee Baby (I'm Sorry),The Three Degrees,0.4392125025370408,0.412,0.872,0.358,60s,pop
381,The Work Song,Herb Alpert & The Tijuana Brass,0.6402455441279414,0.72,0.765,0.54,60s,pop
382,(Theme From) Valley Of The Dolls,Dionne Warwick,0.3103225459049055,0.23,0.871,0.273,60s,rock
383,Dos Gardenias,La Sonora Matancera,0.4717943195138823,0.558,0.76,0.626,60s,pop
384,Yesterday,La Lupe,0.32894960297900366,0.494,0.472,0.445,60s,pop
385,So What,Bill Black's Combo,0.5592176387502434,0.804,0.625,0.364,60s,pop
386,"La Traviata - Opera in three acts (1992 Digital Remaster), Act II: Alfredo! Voi!",Giuseppe Verdi,0.35272944168534065,0.533,0.983,0.123,60s,r&b
387,Electrotherapy from The Caretakers,Elmer Bernstein,0.4755636372673689,0.315,0.878,0.0765,60s,rock
388,Deixa O Menino Brincar,Jorge Ben Jor,0.6041387937354767,0.482,0.427,0.68,60s,pop
389,What a Girl Can't Do,The Hangmen,0.33629355943717043,0.468,0.0306,0.433,60s,pop
390,Hey-Da-Da-Dow,The Dolphins,0.5059211425589112,0.714,0.827,0.501,60s,pop
391,Out Of This World,Gerald Wilson Orchestra,0.3172357231912452,0.389,0.553,0.478,60s,r&b
392,"Madama Butterfly (1986 - Remaster), Act I: Vogliatemi bene, un bene piccolino (Pinkerton/Butterfly)",Giacomo Puccini,0.36141544094804556,0.157,0.974,0.249,60s,rock
393,A Solitude,Denise Levertov,0.3130480525881958,0.687,0.79,0.0509,60s,rap
394,Our Time for Loving,Harry Belafonte,0.2906392514383468,0.213,0.883,0.292,60s,rock
395,O Diamante Cor de Rosa - Versão remasterizada,Roberto Carlos,0.31198353098089243,0.317,0.146,0.23,60s,rock
396,Ruby Ann,Marty Robbins,0.3231465104816028,0.629,0.424,0.647,60s,pop
397,Do Wah Diddy Diddy,Manfred Mann,0.5196066654792625,0.661,0.262,0.557,60s,pop
398,Flamenco Revolucionario,Chicho Sánchez Ferlosio,0.43809827564068043,0.668,0.914,0.253,60s,r&b
399,Room Full Of Tears,The Drifters,0.3395865348371944,0.527,0.501,0.433,60s,pop
400,If I Were A Carpenter,Four Tops,0.5253683369024492,0.585,0.197,0.571,60s,pop
401,Reza,Elvin Jones,0.36395455279737227,0.404,0.059,0.543,60s,r&b
402,Mecca,Gene Pitney,0.5805370656482606,0.501,0.836,0.741,60s,pop
403,Not So Sweet Martha Lorraine,Country Joe & The Fish,0.4568951591190566,0.525,0.331,0.374,60s,r&b
404,Oye Cómo Va,Tito Puente,0.5089365967617004,0.693,0.505,0.577,60s,r&b
405,Apologize,Ed Ames,0.37197367276522947,0.411,0.472,0.505,60s,pop
406,Candy,The Astors,0.5715114135769997,0.699,0.616,0.536,60s,pop
407,Me Deixe em Paz (You Better Move On),Leño,0.5118360719566901,0.551,0.581,0.399,60s,pop
408,Não Vá Se Perder Por Aí,Os Mutantes,0.7025759766053773,0.322,0.487,0.925,60s,rock
409,Arietis - Remastered,Freddie Hubbard,0.5053578159495988,0.462,0.538,0.475,60s,r&b
410,"Rapaz da Moda / Quem Te Viu, Quem Te Vê",Peter Thomas,0.3544567004800702,0.49,0.277,0.498,60s,pop
411,A Praça É Do Povo,Sérgio Ricardo,0.4687208758071932,0.496,0.946,0.609,60s,pop
412,Tristeza,Orlando Silva,0.34715416509611763,0.389,0.812,0.286,60s,pop
413,International Danger,Peter Thomas,0.4702451713382735,0.376,0.00332,0.271,60s,pop
414,True Love Goes On And On,Burl Ives,0.4563566851542728,0.337,0.505,0.286,60s,rock
415,Walkin' Back To Happiness,Helen Shapiro,0.4041909842889866,0.663,0.775,0.542,60s,pop
416,Cumbiando,Tito Puente,0.4024595833868355,0.671,0.287,0.625,60s,pop
417,Don't You Care,The Buckinghams,0.5883325118153614,0.41,0.0967,0.566,60s,pop
418,Stronger,The Hippy Boys,0.5805991972595816,0.808,0.134,0.705,60s,pop
419,Paris In The Spring,Elmer Bernstein,0.4311519614949694,0.628,0.566,0.278,60s,pop
420,Uncle Meat: Main Title Theme,Frank Zappa,0.5687154910675453,0.555,0.635,0.732,60s,pop
421,La Dama D'Arago,Joan Manuel Serrat,0.5712131818426579,0.233,0.949,0.307,60s,rock
422,Lonely Winds,The Drifters,0.7116968971473305,0.49,0.577,0.842,60s,edm
423,Postcard - 2007 Remaster,The Bonzo Dog Band,0.4579721070486242,0.453,0.852,0.286,60s,r&b
424,'Til,The Angels,0.7199769698827369,0.253,0.805,0.232,60s,rock
425,"Carmen: Act I - """"Hier die Order!""""",Leipzig Radio Symphony Orchestra,0.4184688285706002,0.412,0.965,0.148,60s,pop
426,Big Boss Man,Elvis Presley,0.39809380216466533,0.683,0.486,0.803,60s,pop
427,The Sound Of Music - 2007 Remastered Version,The Bonzo Dog Band,0.39000840847806545,0.389,0.935,0.274,60s,pop
428,Funky Street,Arthur Conley,0.6222439452744767,0.7,0.71,0.903,60s,latin
429,The Chrome Plated Megaphone Of Destiny,Frank Zappa,0.4004133823206571,0.386,0.431,0.748,60s,rap
430,Help Me Girl,Eric Burdon & The Animals,0.6018647767611205,0.555,0.508,0.534,60s,pop
431,Gente,Garoto,0.635647804890172,0.514,0.23,0.621,60s,pop
432,I Just Don't Understand,Ann-Margret,0.5289429756071293,0.318,0.738,0.383,60s,rock
433,Celebrated Walkin' Blues,Taj Mahal,0.5385692332544952,0.509,0.519,0.341,60s,r&b
434,Todo Amor Eu Lhe DareI,Trio Melodia,0.5411414819631932,0.65,0.112,0.535,60s,pop
435,"In Like Flint: End Titles (Your Zowie Face) - From """"In Like Flint""""",Jerry Goldsmith,0.4199434188126235,0.428,0.874,0.226,60s,pop
436,The Push And Kick,Mark Valentino,0.6322222820526628,0.56,0.734,0.753,60s,pop
437,Along The Santa Fe Trail,Clint Eastwood,0.33904391876498924,0.414,0.77,0.29,60s,pop
438,La Vie En Rose,Elmer Bernstein,0.5906645182936174,0.6,0.552,0.184,60s,pop
439,Nearer To You,Betty Harris,0.597946343140463,0.52,0.673,0.272,60s,pop
440,Fe de Vida,Joan Manuel Serrat,0.5323187931555817,0.696,0.735,0.529,60s,pop
441,Show Business,Lou Rawls,0.4691557970864416,0.713,0.773,0.725,60s,pop
442,Life,Sly & The Family Stone,0.5023382196393881,0.692,0.265,0.641,60s,pop
443,He'll Have To Go,Solomon Burke,0.32567733811608673,0.526,0.855,0.26,60s,pop
444,Bandit Of My Dreams,Eddie Hodges,0.4565679326327649,0.752,0.402,0.471,60s,pop
445,The trio - Il triello,Ennio Morricone,0.3997299345961238,0.194,0.542,0.633,60s,rock
446,He Knows I Love Him Too Much,The Paris Sisters,0.4461256798233805,0.549,0.715,0.34,60s,pop
447,Tango per un pianista virtuoso,Giampiero Boneschi,0.5427858986094946,0.579,0.965,0.398,60s,pop
448,Grazing In The Grass,The Friends Of Distinction,0.5286530280876305,0.595,0.498,0.857,60s,latin
449,House Of The Rising Sun,The Animals,0.4854549897897052,0.295,0.000385,0.584,60s,rock
450,Here Rattler Here,Harry Belafonte,0.38872435517742715,0.629,0.821,0.544,60s,r&b
451,Where Do You Go,Cher,0.434440794787572,0.477,0.743,0.404,60s,pop
452,Gee,Jan & Dean,0.6447107359282256,0.38,0.653,0.557,60s,pop
453,"La fille du régiment / Act 2: C'en est donc fait, en mon sort va changer",Gaetano Donizetti,0.3295916296293228,0.256,0.971,0.122,60s,rock
454,Warmed Over Kisses (Left Over Love),Brian Hyland,0.5730895565045584,0.598,0.816,0.324,60s,pop
455,Part Two,Frank Zappa,0.4219440566971664,0.487,0.504,0.226,60s,rap
456,"Sit Down, I Think I Love You",The Mojo Men,0.4559424744121314,0.573,0.66,0.749,60s,pop
457,Baby Come Home,Ruby And The Romantics,0.44238121471442243,0.612,0.784,0.683,60s,pop
458,Wear Your Love Like Heaven,Donovan,0.48075369786640043,0.619,0.404,0.557,60s,pop
459,Listen People,Herman's Hermits,0.4954540371049983,0.482,0.806,0.315,60s,pop
460,A Woman Like You,Bert Jansch,0.4087141655931705,0.623,0.383,0.455,60s,r&b
461,Chove Chuva,Jorge Ben Jor,0.5579584380941336,0.729,0.644,0.401,60s,pop
462,My Boomerang Won't Come Back,Charlie Drake,0.8330026550908571,0.48,0.742,0.535,60s,rap
463,A Day In The Life Of A Fool,Jack Jones,0.7038890246579654,0.253,0.813,0.235,60s,rock
464,Si un Dia Vols,Raimon,0.7514114231038467,0.474,0.935,0.32,60s,edm
465,Dear John C.,Elvin Jones,0.2781052343811485,0.33,0.66,0.35,60s,rock
466,I'm A Man,The Yardbirds,0.5978635009920347,0.388,0.0342,0.674,60s,pop
467,Lovey Dovey Kinda Lovin',Brenton Wood,0.44593514288199554,0.833,0.407,0.625,60s,pop
468,...And Then There Were Drums,Sandy Nelson,0.5051797053304781,0.588,0.00256,0.672,60s,pop
469,Once Again (Outra Vez),Antônio Carlos Jobim,0.6958947573346367,0.344,0.446,0.325,60s,rock
470,Rigoletto: Act II: Tutte le feste,Giuseppe Verdi,0.4313963458328328,0.348,0.983,0.324,60s,rock
471,Es Mentira,Tito Puente,0.34087473024525416,0.362,0.77,0.305,60s,pop
472,Let The Good Times Roll & Feel So Good,Bunny Sigler,0.5943344254689901,0.752,0.17,0.744,60s,pop
473,Ingrato Amor,Vicente Fernández,0.5974907113241075,0.458,0.92,0.102,60s,pop
474,Amen,Otis Redding,0.4216044038886104,0.612,0.572,0.136,60s,pop
475,If I Didn't Love You,Chuck Jackson,0.7729628080174631,0.329,0.817,0.434,60s,rock
476,"Summertime, Summertime",The Jamies,0.846423083136238,0.656,0.625,0.563,60s,edm
477,Bossa girotondo,Benedetto Ghiglia,0.39020722963429333,0.611,0.623,0.669,60s,pop
478,My Balloon's Going Up,Archie Bell & The Drells,0.3381533656693853,0.536,0.256,0.784,60s,pop
479,Rain,The Beatles,0.44292797289404906,0.234,2.82e-05,0.693,60s,rock
480,He's So Fine,The Chiffons,0.30027793540797687,0.558,0.487,0.633,60s,pop
481,A Bailar Pachanga,Tito Puente,0.4619443880657601,0.83,0.667,0.561,60s,pop
482,Only You Can Do It - Remastered,Françoise Hardy,0.5178255592880546,0.626,0.695,0.597,60s,pop
483,Weihnachtslieder: Mater et filia,Traditional,0.356705864809898,0.306,0.993,0.192,60s,rock
484,Me Recordarás,Javier Solís,0.43743968056067567,0.644,0.825,0.288,60s,pop
485,Yesterlove,Gerald Wilson Orchestra,0.4691019496899632,0.446,0.398,0.545,60s,r&b
486,Dedicated To The One I Love,The Mamas & The Papas,0.4277305807648815,0.396,0.814,0.452,60s,pop
487,"Preludietto, fughetta e finalino 2",Ennio Morricone,0.41541195329359676,0.553,0.329,0.282,60s,pop
488,Don't You Believe It,Andy Williams,0.34146705160651636,0.41,0.892,0.13,60s,pop
489,Lady,Jack Jones,0.3821301201625363,0.336,0.895,0.379,60s,rock
490,Godaari Gattundi,P. Susheela,0.3691943186854608,0.467,0.758,0.486,60s,r&b
491,Carmen Suite No. 1: Les Toréadors. Allegro giocoso (Introduction to Act I),National Philharmonic Orchestra,0.5417959349357766,0.271,0.787,0.601,60s,rock
492,Main Title,Jerry Goldsmith,0.2745637325358396,0.319,0.862,0.249,60s,rock
493,Eterna Navidad,La Sonora Matancera,0.33042005111360556,0.626,0.796,0.517,60s,pop
494,Crazy Downtown,Allan Sherman,0.5694693546182427,0.603,0.748,0.581,60s,rap
495,Where You're At,Ultimate Spinach,0.524635183888859,0.522,0.35,0.538,60s,pop
496,Unchained Melody,Vito & The Salutations,0.610086859992627,0.503,0.617,0.566,60s,pop
497,Ninna Nanna per Lisa,Maurice Jarre,0.321406825364609,0.401,0.853,0.372,60s,pop
498,"Serenade in G Major, K. 525 """"Eine kleine Nachtmusik"""": II. Romance. Andante",Wolfgang Amadeus Mozart,0.5681977276398685,0.28,0.88,0.0532,60s,rock
499,How Many Teardrops,Lou Christie,0.6180645588862702,0.562,0.586,0.697,60s,pop
500,Il Mercenario (L' Arena),Ennio Morricone,0.5669343848763374,0.285,0.23,0.67,60s,rock
501,We Got A Thing That's In The Groove,The Capitols,0.33843502897404143,0.663,0.571,0.527,60s,pop
502,Little Band Of Gold,James Gilreath,0.4415817879820895,0.571,0.595,0.597,60s,pop
503,Glad To Be Unhappy,The Mamas & The Papas,0.455408142554769,0.629,0.693,0.579,60s,pop
504,Like A Rolling Stone,Bob Dylan,0.39458129507130635,0.483,0.729,0.721,60s,r&b
505,Away in a Manger - Remastered 1997,Traditional,0.30283361568698924,0.16,0.934,0.112,60s,rock
506,L'eclisse 12,Giovanni Fusco,0.37332399978461045,0.192,0.93,0.137,60s,rock
507,Day Tripper,The Beatles,0.5693450913956003,0.665,0.12,0.782,60s,pop
508,Five Brothers,Marty Robbins,0.5348993260791225,0.634,0.75,0.414,60s,pop
509,April In Paris,Elmer Bernstein,0.3946641372197347,0.575,0.549,0.219,60s,pop
510,"Carmen: Act I - """"Draussen am Wall von Sevilla""""",Leipzig Radio Symphony Orchestra,0.7437485243742311,0.404,0.966,0.0634,60s,edm
511,Angelica,Scott Walker,0.4547081264005501,0.277,0.574,0.36,60s,rock
512,Mad Man Blues,Silver Apples,0.5039494994263182,0.596,0.743,0.714,60s,pop
513,The Reporter,Alan Hawkshaw,0.5416343927463415,0.563,0.694,0.73,60s,pop
